Scientific Name,Common Name,Family,Max Rooting Depth (m),Max Rooting Depth (feet),CA Phreatophytes,Reference,Location,Biome,Soil Type,Growth form,Method,Life span,Lat,Long,USDA soil texture,Native,GW Use
Lasthenia fremontii,,,,,,,,,,,,,,,,1,
Latuca serriola,prickly lettuce,,0.85,2.79,,"Klepper et al., 1985","Hanford, SC Washington",semi‐arid shrub‐steppe,sandy‐loam to silty loam,forb,excavation,,,,,,
Lavandula luisieri,"French lavender,",,0.31,1.02,,"Silva & Rego, 2004",Central Portugal,Mediterrane an shrubland,humic cambissols,shrub,excavation,,,,,,
Leguminosae Sapotaceae,171 species in 5ha,,>18,>59.06,,"Jipp et al, 1998","Paragomin As, Para, NE",tropical rainforest,"clay (Latosol), on ironstone,",tree,deep soilshaft,,,,,,
Leguminosae Sapotaceae,,,12,39.37,,"Nepstad et al., 1994","Paragomin As, Para, NE",tropical rainforest,deeply weathered clay,tree,deep soilshaft,,,,,,
Leipoldtia pauciflora,,,0.2,0.66,,"Shiponeni et al., 2011","N. Cape Province, W.",ecotone: xeric shrub,freely drained sandy soil with,leaf succulent,excavation,,,,,,
Leipoldtia schultzei,,,0.18,0.59,,"Carrick, 2003",SW South Africa,"xeric shrubland,",sandy loam over loose bedrocks,small‐leaf succulent,excavation,,,,,,
Lemna minor,Lesser Duckweed,,,,,,,,,,,,,,,1,
Leontodon tuberosus,hawkbits (in the,,0.75,2.46,,Lichtenegger & Kutschera‐,"Istria, Croatia",,red earth,forb,excavation,,,,,,
Leontopodium,,,0.23,0.75,,"Nesterova, 1996","Zailiisky Alatau Range,",dry steppe,,rhizomatous herb,trench,,,,,,
Lepachys pinnata,prairie cone‐ flower,,0.75,2.46,,"Sperry, 1935",Illinoise,temperate deciduous,"black clay loam, high lime",herb,excavation,,,,,,
Lepachys pinnata,prairie cone‐ flower,,1.45,4.76,,"Sperry, 1935",Illinoise,temperate deciduous,"brown silt loam, well drained and",herb,excavation,,,,,,
Lepidium latifolium,Broadleaf Pepper-grass,,,,1,,,,,,,,,,,0,
Lepidospartum squamatum,Scalebroom,,,,1,,,,,,,,,,,1,
Leptochloa fascicularis,,,,,1,,,,,,,,,,,,
Leptotaenia multifida,bitter head,,1.7,5.58,,"Weaver, 1915","near Pullman, SE",High Prairie,"fine silt‐loam, can be very",herb,excavation,,,,,,
Lespedeza capitata,roundhead bushclover,,2.39,7.84,,"Weaver, 1919","Subclimax Prairies, near",prairie‐ chaparral,more adundance of,herb,excavation,,,,,,
Leucadendron laureolum,Yellow Tulip,,>0.6,>1.97,,"Lamont et al., 1984","Bot River, South Africa","Mediterrane an, fynbos of","Humus, sand and gravel, rocks",small tree or shrub,excavation,,,,,,
Leucadendron salignum,,,>3.5,> 11.48,,"Higgins et al., 1987","E of Cape Town, South","mountain fynbos,","loamy sand, with quartzite",mid‐high shrub,excavation,,,,,,
Leucaena leucocephala,white leadtree,,1.5,4.92,,"Jonsson, 1988","Morogoro, E. Tanzania",subtropical dry forest,"sandy loams, poor in Org and",legume tree,soil coringto 1m,,,,,,
Lewisia pygmaea (A.,"alpine lewisia,",,0.1,0.33,,"Daubenmire, 1941","Medicine Bowel Range,",alpine tundra,stony scree,"leaf‐succulent, storage roots",exavation,,,,,,
Leymus cinereus,Basin wild rye,,> 1.6,> 5.25,,"Reynolds & Fraley, 1989","E of Idaho Falls, ID",semi‐arid shrub‐steppe,clayey silt,grass,32P radiotracer,,,,,,
Leymus cinereus,Basin wild rye,,> 2.0,>6.56,,"Reynolds & Fraley, 1989","E of Idaho Falls, ID",semi‐arid shrub‐steppe,aeolian sandy loam and loess,grass,32P radiotracer,,,,,,
Leymus cinereus,Basin wild rye,,2,6.56,,"Canadell, J., Jackson, R.B., Ehleringer, J.R., Mooney, H.A., Sala, O.E. & Schulze, E.D. (1996) Maximum rooting depth of vegetation types at the global scale. Oecologia, 108, 583–595.","Idaho, USA",,aeolian sandy loam,,,,,,,1,
Leymus cinereus,Basin wild rye,,1 - 1.25,3.28-4.10,,Abbott et al. 1991,"SE Idaho, INEL",semi‐arid shrub‐steppe,sandy loam to clay; calcic,grass,131I radiotracer,,,,,,
Leymus triticoides,Creeping Wildrye/Beardless Lyme Grass,,,,,,,,,,,,,,,1,
Liatris punctata,dotted gayfeather,,1.3,4.27,,"Coupland & Johnson, 1965",southern Saskatchewan,Canadian Prairies,loam,forb,trenchwall,,,,,,
Liatris punctata,dotted gayfeather,,2.03,6.66,,"Weaver, 1919",Prairies of E. Nebraska,prairie,clay loam withclay subsoil,herb,excavation,,,,,,
Liatris punctata,dotted gayfeather,,4.8,15.75,,"Weaver, 1919",Prairies of E. Nebraska,prairie,clay with sandy Sub soil,herb,excavation,,,,,,
Liatris scariosa,blazing star,,0.35,1.15,,"Sperry, 1935",Illinoise,temperate deciduous,coarse yellow sand,herb,excavation,,,,,,
Liatris scariosa,blazing star,,0.93,3.05,,"Sperry, 1935",Illinoise,temperate deciduous,"brown Silt Loam on Drift, well",herb,excavation,,,,,,
Lilium canadense,"Canada lily, wild yellow‐",,0.1,0.33,,"Sherff, 1912",N. Illinoise near Lake,temperate riparian,black muck or partially,herb,excavation,,,,,,
Linaria haelava,,,0.05,0.16,,"Schwarz, 1938","Judaean Desert, Israel",arid desert,,forb,,,,,,,
Linnaea borealis L.,twinflower,,> 0.03(rhizome),> 0.10 (rhizome),,"Whittle et al., 1998","eastern Ontario,",Boreal forest,humo‐ferricpodzol in fine,subshrub (w. stolons),excavation,,,,,,
Linum australe,flax,,0.6,1.97,,"Gibbens and Lenz, 2001;","Chihuahuan Desert, New",xeric shrubland,coarse‐loamy,herb,excavation,,,,,,
Liquidambars tyracilgua L .,"red gum, yellow",,2.44,8.01,,"Coile, 1937","North Carolin A,",Temperate mixed forest,"sandy clay loam, then sandy loam",tree,excavation,,,,,,
Lithospermum,narrowleaf stoneseed,,3.03,9.94,,"Weaver, 1919","near Colorado Springs,",shortgrass prairie,"very compact and hard, light‐",herb,excavation,,,,,,
Lithospermum ruderale,western stoneseed,,3,9.84,,Spence 1937,"Boise, Idaho",semi‐arid shrub‐steppe,"loose coarse granite, high",forb,trenchwall,,,,,,
Lithospermum ruderale,western stoneseed,,1.91,6.27,,"Weaver, 1915","near Pullman, SE",High Prairie,"fine silt‐loam, can be very",herb,excavation,,,,,,
Lithospermum ruderale,western stoneseed,Boraginaceae,3,9.84,,Spence 1937,"Boise River Watershed, Idaho, USA",bunchgrass prairie,"coarse, granitic",forb,,perennial,43.8207,-117.026,Sa,,
Lithraea caustica,,,>> 0.6,>> 1.97,,"Hoffmann, 1978","near Santiago,","Mediterrane an, Chilean","compact, hard, clay‐sand‐gravel‐",sclerophyllous shrubs,excavation,,,,,,
Lobelia sessilifolia,,,0.15,0.49,,"Kohzu et al., 2003","northern Kyoto City,",wetland,peat,herb,excavation for,,,,,,
Lolium arundinaceu,tall fescue,,> 0.9,>2.95,,"Carter and Gregorich,",Prince Edward,cropland,fine sandy Loam on glacial till,grass,"coring, and",,,,,,
Lolium perenne,perennial ryegrass,,0.76,2.49,,"Nie et al., 2008","Victoria, S. Australia",managed pasture,,bunch grass,soil coring,,,,,,
Lolium perenne,perennial ryegrass,,1.15,3.77,,"Nie et al., 2008","Victoria, S. Australia",managed pasture,clay loam,bunch grass,soil coring,,,,,,
Lomatium dissectum var. multifidum,,Apiaceae,1.4,4.59,,Weaver 1917,"SE Washington, USA",palouse prairie,silt loam,forb,,perennial,46.5,-117.1,SiLo,,
Lomatium grayi,"Gray's biscuitroot,",,1.52,4.99,,"Weaver, 1915","near Pullman, SE",High Prairie,"fine silt‐loam, can be very",herb,excavation,,,,,,
Lonchocarpus capassa,"Apple Leaf, Rain Tree",,3.4,11.15,,"Timberlake & Calvert, 1993","Chilanga, S. Zambia",subtropical dry forest,loam over limestone,tree,excavation,,,,,,
Lotus scoparious,Deerweed,,> 1.13,> 3.71,,"Hellmers et al., 1955",San Gabrial / Bernardino,Chaparral,"litter, humus (0.08‐0.15m) on",subshrub,excavation,,,,,,
Lotus scoparius,Deerweed,Fabaceae,1.13,3.71,1,Hellmers et al. 1955,"California, USA",mediterranean sclerophyllous shrubland,loam to clay loam on diorite,semi-shrub,,perennial,34.2,-117.76,Lo,,
Ludwigia hexapetala,Six petal water primrose,,,,,,,,,,,,,,,0,
Ludwigia palustris,"marsh seedbox,",,0.01,0.03,,"Sherff, 1912",N. Illinoise near Lake,temperate riparian,black muck or partially,herb,excavation,,,,,,
Lupinus leucophyllus,velvet lupine,,1.65,5.41,,"Weaver, 1915","near Pullman, SE",High Prairie,"fine silt‐loam, can be very",herb,excavation,,,,,,
Lupinus leucophyllus,velvet lupine,Fabaceae,1.55,5.09,,Weaver 1917,"SE Washington, USA",palouse prairie,silt loam,forb,,perennial,46.5,-117.1,SiLo,,
Lupinus ornatus,ornate lupine,,3.35,10.99,,"Weaver, 1915","near Pullman, SE",High Prairie,"fine silt‐loam, can be very",herb,excavation,,,,,,
Lupinus ornatus,ornate lupine,Fabaceae,3.96,12.99,,Weaver 1917,"SE Washington, USA",palouse prairie,silt loam,forb,,perennial,46.5,-117.1,SiLo,,
Lupinus spp,"lupine, lupin",,2.4,7.87,,Spence 1937,"Boise, Idaho",semi‐arid shrub‐steppe,"glacial drift of granitic origin,",forb,trenchwall,,,,,,
Lycium andersonii,"water‐ jacket,",,0.5,1.64,,"Wallace et al., 1980","Mojave desert,",Arid desert,,shrub,excavation,,,,,,
Lycium chilense,,,1.5,4.92,,"Bucci et al., 2009","Patagonia, NW Santa",dry steppe,gravely sandy loam or gravely,tall shrub,excavation,,,,,,
Lycium pallidum,"pale wolfberry,",,0.5,1.64,,"Wallace et al., 1980","Mojave desert,",Arid desert,,shrub,excavation,,,,,,
Lycium species,"box thorn, black thorn,",,1.88,6.17,,"Bhattachan et al., 2012","Kalahari Desert, W.",subtropical dry forest,"thick, homogeneous","shrub, small tree, shrub",exavation,,,,,,
Lycopodium complanatum,"ground pine, groundceda",,0.13,0.43,,"Roberts & Herty, 1934",near Poughkeepsie,temperate broadleaf,,forb (rhizomatous),excavation,,,,,,
Lycopodium cornplanatura,"groundcedar, running",,> 0.11(rhizome),> 0.36 (rhizome),,"Whittle et al., 1998","eastern Ontario,",Boreal forest,humo‐ferricpodzol in fine,forb (creeping),excavation,,,,,,
Lycopodium obscurum L.,rare clubmoss,,> 0.12(rhizome),> 0.39 (rhizome),,"Whittle et al., 1998","eastern Ontario,",Boreal forest,humo‐ferricpodzol in fine,forb (creeping rhizomes),excavation,,,,,,
Lycopodium selago,"northern firmoss, fir",,0.023,0.08,,"Jonasson & Callaghan,",Sweedish Lapland,tundra,,forb,excavation,,,,,,
Lycopus americanus,"Water horehound,",,0.03,0.10,,"Sherff, 1912",N. Illinoise near Lake,temperate riparian,black muck or partially,herb,excavation,,,,,,
Lygodesmia Juncea,Rush skeletonplant,,3,9.84,,"Coupland & Johnson, 1965",southern Saskatchewan,Canadian Prairies,sand,subshrub,trenchwall,,,,,,
Lygodesmia juncea,Rush skeletonplant,,1.73,5.68,,"Weaver, 1919","near Colorado Springs,",shortgrass prairie,"very compact and hard, light‐",herb,excavation,,,,,,
Lygodesmia juncea,Rush skeletonplant,,6.4,21.00,,"Weaver, 1919","Subclimax Prairies, near",prairie‐ chaparral,mellow loess,herb,excavation,,,,,,
Machaeranthera canescens,,Asteraceae,1.36,4.46,,Klepper et al. 1985,"Hanford Site, Hanford, Washington",temperate semi-desert,sandy loam to sand,forb,,perennial,46.6475,-119.5986,LoSa,,
Machaeranthera canescens,,Asteraceae,1.38,4.53,,Klepper et al. 1985,"Hanford Site, Hanford, Washington",temperate semi-desert,sandy loam to sand,forb,,perennial,46.6475,-119.5986,LoSa,,
Machaeranthera canescens,,Asteraceae,1.44,4.72,,Klepper et al. 1985,"Hanford Site, Hanford, Washington",temperate semi-desert,sandy loam to sand,forb,,perennial,46.6475,-119.5986,LoSa,,
Machaeranthera canescens,,Asteraceae,1.55,5.09,,Klepper et al. 1985,"Hanford Site, Hanford, Washington",temperate semi-desert,sandy loam to sand,forb,,perennial,46.6475,-119.5986,LoSa,,
Maclura pomifera,Osage‐ orange,,2.4,7.87,,"Sprackling and Read,",E. Nebraska,Prarie with planted and,Sogn silty claylaom,tree,excavation,,,,,,
Madia gracilis,,Asteraceae,0.17,0.56,,Antos & Halpern 1997,"Western Cascade Mountains, Oregon, USA",temperate conifer forest,"deep, originated from volcanic ash",forb,,annual,44.16,-122.34,Lo,,
Magnolia virginiana,,,0.5,1.64,,"Jones et al., 1996","Monroe county, SW",swamp forest,,tree,50cm soilcores,,,,,,
Maianthemum canadense,"Canadian may-lily,",,> 0.10(rhizome),> 0.33 (rhizome),,"Whittle et al., 1998","eastern Ontario,",Boreal forest,humo‐ferricpodzol in fine,herb (rhizomatous),excavation,,,,,,
Malosma laurina,,Anacardiaceae,13.2,43.31,,DeSouza et al. 1986,"California, USA",mediterranean sclerophyllous shrubland,,shrub,,perennial,34.03,-118.72,,,
Malosma laurina,,Anacardiaceae,5.2,17.06,,Thomas & Davis 1989,"Pepperdine University, Malibu, California",mediterranean sclerophyllous shrubland,sandstone with fissures,shrub,,perennial,34.23,-118.423,Ro,,
Malosma laurina,,Anacardiaceae,5.4,17.72,,Thomas & Davis 1989,"Pepperdine University, Malibu, California",mediterranean sclerophyllous shrubland,sandstone with fissures,shrub,,perennial,34.23,-118.423,Ro,,
Malus domestica,apple,,3.4,11.15,,"Sprackling and Read,",E. Nebraska,Prarie with planted and,Butler silt loam,tree,excavation,,,,,,
Malus domestica,Baldwin apple tree,,1.52,4.99,,"Sweet, 1933",W NY,apple tree orchards,Granby loam:Group‐3: Dark‐,tree,excavatio,,,,,,
Malus domestica,Baldwin apple tree,,1.83,6.00,,"Sweet, 1933",W NY,apple tree orchards,Collamer siltloam: Group‐2:,tree,excavation,,,,,,
Malus domestica,Baldwin apple tree,,3.05,10.01,,"Sweet, 1933",W NY,apple tree orchards,Petoskey loamy fine sand: Group,tree,excavation,,,,,,
Malus sieversii,wild apple,,7.2,23.62,,"Nesterova, 1996","Zailiisky Alatau Range,",dry steppe,,tree,trench,,,,,,
Malus sylvestris,Hibernal apple,,3.12,10.24,,"Yeager, 1935",North Dakota,Prairie,"Fargo clay, calcareous,",tree,trenchwall,,,,,,
Mangifera indica,mango,,4.7,15.42,,"Howard, 1925","Pusa, N Bihar, India, on the",orchards and rice fields,"calcareous siltloam, 75% sand‐",tree,exposureby,,,,,,
Markhamia obtusifolia,,,0.8,2.62,,"Timberlake & Calvert, 1993","Chilanga, S. Zambia",subtropical dry forest,clay over limestone,small tree,excavation,,,,,,
Marquesia macroura,,,1.4,4.59,,"Timberlake & Calvert, 1993","near Kitwe, N. Zambia",subtropical dry forest,deep sandy clay,tree,excavation,,,,,,
Marquesia macroura,,,3.8,12.47,,"Timberlake & Calvert, 1993","near Kitwe, N. Zambia",subtropical dry forest,deep sand,tree,excavation,,,,,,
Medicago sativa,alfalfa,,2,6.56,,"Gentile et al., 2003",S. Uruguay,temporate grassland,silty clay loam,herb,soil coring,,,,,,
Medicago sativa,alfafa,,2.74,8.99,1,"Meinzer, 1927","Escalante Valley, Utah",arid valleys of the US SW,,forb,excavation,,,,,,
Melaleuca halmaturorum,Swamp Paperbark,,0.5,1.64,,"Mensforth & Walker, 1996",S. South Australia,Mediterra shrubland,,small tree,root obschamber +,,,,,,
Melia azadirachta,Indian lilac,,4,13.12,,"Howard, 1925","Pusa, N Bihar, India, on the",subtropical monsoon,"calcareous siltloam, 75% sand‐",tree,exposureby,,,,,,
Menodora spinescens,spiny menodora,,1.3,4.27,,"Esler & Rundel, 1999","Mojave Desert,",,granite alluvium,shrub,excavation,,,,,,
Menodora spinescens,spiny menodora,Oleaceae,1.25,4.10,,Cody 1986,"Mojave Desert, California, USA",temperate semi-desert,decomposed granite,semi-shrub,,perennial,35.011,-115.4734,Sa,,
Mentzelia multiflora,Adonis blazingstar,,0.56,1.84,,"Weaver, 1919","near Pike's Peak,",Gravel‐slide community,gravel,herb,excavation,,,,,,
Menyanthes trifoliata,"bog‐bean, buckbean",,0.3,0.98,,"Kohzu et al., 2003","northern Kyoto City,",wetland,peat,herb,excavation for,,,,,,
Menyanthes trifoliata,"bog‐bean, buckbean",,1.2,3.94,,"Kohzu et al., 2003","northern Kyoto City,",wetland,peat,herb,excavation for,,,,,,
Mercurialis perennis,dog's mercury,,> 0.15,> 0.49,,"Martin, 1968","Cambridgeshi re, England",temperate deciduous,chalky boulder‐clay,"herb, woodland",excavation,,,,,,
Mercurialis perennis,dog's mercury,,< 0.10,< 0.33,,"Martin, 1968","Cambridgeshi re, England",temperate deciduous,chalky boulder‐clay,"herb, woodland",excavation,,,,,,
Metasequoia glyptostroboides,dawn redwood,,2.4,7.87,,"Karizumi, 1979","Nine‐state, Hokkaido,",temperate broadleaf,sandy loam,tree,excavation,,,,,,
Miconia poeppigii,,,0.46,1.51,,"Pavlis & Jenik, 2000","Colombian Amazonia,",lowland tropical,"silt loam /loamy sand in A, clay",tree,"excavation, soil",,,,,,
Microlaena stipoides,weeping grass,,0.71,2.33,,"Nie et al., 2008","Victoria, S. Australia",managed pasture,,grass,soil coring,,,,,,
Microlaena stipoides,weeping grass,,1.12,3.67,,"Nie et al., 2008","Victoria, S. Australia",managed pasture,clay loam,grass,soil coring,,,,,,
Millingtonia hortensis,"Tree Jasmine,",,5.2,17.06,,"Howard, 1925","Pusa, N Bihar, India, on the",subtropical monsoon,"calcareous siltloam, 75% sand‐",tree,exposureby,,,,,,
Mimosa tenuiflora,Mimosa,,0.36,1.18,,"Pinheiro et al., 2013","Aiuaba, Brazil",Caatinga (Savanna),Regosol,tree,trenchwall,,,,,,
Mimulus aurantiacus,,Scrophulariaceae,1.52,4.99,,Hellmers et al. 1955,"California, USA",mediterranean sclerophyllous shrubland,,semi-shrub,,perennial,34.2,-117.76,,,
Mimulus bigelovii,,Scrophulariaceae,0.07,0.23,,Forseth et al. 1984,"Death Valley, California, USA",temperate desert,sand,forb,,annual,36.5323,-116.9325,Sa,,
Miscanthus sinensis,"Chinese silver grass,",,0.25,0.82,,"Kohzu et al., 2003","northern Kyoto City,",wetland,peat,grass,excavation for,,,,,,
Mohavea breviflora,,Scrophulariaceae,0.15,0.49,,Forseth et al. 1984,"Death Valley, California, USA",temperate desert,sand,forb,,annual,36.5323,-116.9325,Sa,,
Molinia caerulea,purple moor grass,,0.8,2.62,,"Bakker et al., 2006",SW France,Mediterran pine,eaolian sand /Entic to Densic,grass,coring,,,,,,
Moltkiopsis ciliata,,,0.6,1.97,,"Veste & Breckle, 1996","Israel, Negev desert, duns",arid desert,dune sand,shrub,minirhizotron,,,,,,
Monoptilon bellioides,,Asteraceae,0.07,0.23,,Forseth et al. 1984,"Death Valley, California, USA",temperate desert,sand,forb,,annual,36.5323,-116.9325,Sa,,
Monotes africanus,,,1.1,3.61,,"Timberlake & Calvert, 1993","near Kitwe, N. Zambia",subtropical dry forest,"shallow sandy clay, poorly",tree,excavation,,,,,,
Monotes africanus,,,1.8,5.91,,"Timberlake & Calvert, 1993","near Kitwe, N. Zambia",subtropical dry forest,shallow sandy clay,tree,excavation,,,,,,
Monotes africanus,,,2.3,7.55,,"Timberlake & Calvert, 1993","near Kitwe, N. Zambia",subtropical dry forest,deep sandy clay,tree,excavation,,,,,,
Monotes africanus,,,2.7,8.86,,"Timberlake & Calvert, 1993","near Kitwe, N. Zambia",subtropical dry forest,deep sand,tree,excavation,,,,,,
Morella californica,California Wax Myrtle,,,,,,,,,,,,,,,1,
Morus alba,Russian mulberry,,3.96,12.99,,"Bunger & Thomson,","Oklahoma Pan Handle,",temperate steppe,Richfield siltloam,tree,excavation,,,,,,
Morus alba,Russian mulberry,,2.3,7.55,,"Sprackling and Read,",E. Nebraska,Prarie with planted and,Pawnee silty clay loam,tree,excavation,,,,,,
Morus rubra,Red mulberry,,2.4,7.87,,"Sprackling and Read,",E. Nebraska,Prarie with planted and,Wabash siltloam,tree,excavation,,,,,,
Mouriri elliptica,,,0.7 +/- 0.2,2.30 +/- 0.66,,"Salis et al., 2014","Nhecolândia Pantanal,",Tropical savanna,"sandy Spodosols, 94‐",tree,excavation,,,,,,
Mouriri elliptica,,,0.6,1.97,,"Salis et al., 2014","Nhecolândia Pantanal,",Tropical savanna,"sandy Spodosols, 94‐",tree,excavation,,,,,,
Muhlenbergia arenacea,ear muhly,,1.25,4.10,,"Gibbens and Lenz, 2001;","Chihuahuan Desert, New",xeric shrubland,fine silt,grass,excavation,,,,,,
Muhlenbergia arenacea,,,1.4,4.59,,"Weaver, 1919","near Colorado Springs,",shortgrass prairie,"very compact and hard, light‐",short grass,excavation,,,,,,
Muhlenbergia asperifolia,Alkali Muhly,,,,,,,,,,,,,,,1,
Muhlenbergia montana,Mountain muhly,,0.82,2.69,,"Berndt and Gibbons, 1958","Front Range Rockies, near",mountain forest,loose fine grey sand on,bunch grass,exavation,,,,,,
Muhlenbergia montana,Mountain muhly,,0.85,2.79,,"Berndt and Gibbons, 1958","Front Range Rockies, near",mountain forest,"5cm litter, 20cm coarse gravely",bunch grass,exavation,,,,,,
Muhlenbergia montana,Mountain muhly,,1.04,3.41,,"Berndt and Gibbons, 1958","Front Range Rockies, near",mountain forest,"3‐5cm litter, 25cm dark stony",bunch grass,exavation,,,,,,
Muhlenbergia montana,Mountain muhly,,1.3,4.27,,"Canadell, J., Jackson, R.B., Ehleringer, J.R., Mooney, H.A., Sala, O.E. & Schulze, E.D. (1996) Maximum rooting depth of vegetation types at the global scale. Oecologia, 108, 583–595.",Colorado,,sandy clay loam subsoil,,,,,,,1,
Muhlenbergia porteri,bush muthly,,0.65,2.13,,"Gibbens and Lenz, 2001;","Chihuahuan Desert, New",xeric shrubland,fine loamy,grass,excavation,,,,,,
Muhlenbergia pungens,"Sandhill muhly,",,0.84,2.76,,"Weaver, 1919","Near Prueblo, Colorado",Sandhills Subclimax,dune sand,bunch grass,excavation,,,,,,
Muhlenbergia richardsonis,Mat muhly,,0.67,2.20,,"Castelli et al., 2000",central Nevada,riparian medow,"Aquiccryoboroll,",grass,soil pit,,,,,,
Muhlenbergia richardsonis,Mat muhly,,0.85,2.79,,"Castelli et al., 2000",central Nevada,riparian medow,Pachichaplocryoll,grass,soil pit,,,,,,
Muhlenbergia rigens,Deergrass,Poaceae,0.9,2.95,,"Stromberg, J. 2013. Root patterns and hydrogeomorphic niches of riparian plants in the American
Southwest. Journal of Arid Environments 94 (2013) 1-9. Appendix A.  Rooting data for herbaceous plants",Greenhouse,NR,River sand in 1 PVC tubes,Herbaceous perennial: Bunchgrass,Greenhouse exp.,,,,,1,
Mulinum spinosum,,,<1,<3.28,,"Bucci et al., 2009","Patagonia, NW Santa",dry steppe,gravely sandy loam or gravely,cusion shrub,excavation,,,,,,
Mulinum spinosum,"neneo, black grass, grass",,0.95,3.12,,"Flombaum & Sala, 2012","INTA Rio Mayo,",Patagonian steppe,coarse textured with gravel and,shrub,unclear,,,,,,
Mutisia retusa,,,0.2,0.66,,"Hoffmann, 1978","near Santiago,","Mediterrane an, Chilean","compact, hard, clay‐sand‐gravel‐",sclerophyllous shrubs,excavation,,,,,,
Myoporum laetum,Ngaio Tree/Mousehole Tree,,,,,,,,,,,,,,,0,
Myriophyllum spp.,Milfoil,,,,,,,,,,,,,,,,
Myrtus communis,common myrtle,,1.1,3.61,,"Silva & Rego, 2004",Central Portugal,Mediterrane an shrubland,humic cambissols,shrub,excavation,,,,,,
Nama hispidum,purple curlleaf,,0.8,2.62,,"Gibbens and Lenz, 2001;","Chihuahuan Desert, New",xeric shrubland,coarse‐loamy,herb,excavation,,,,,,
Nassauvia glomerulosa,Piche’s tail,,2.8,9.19,,"Schulze et al., 1996",Patagonia,Desert grass/dwarf,Alluvial; 0 ‐0.3 m clay with stones;,"herb, subshrub",excavation,,,,,,
Nassella pulchra,,,0.7,2.30,,"Koteen et al., 2011","Marin County, N‐C",Mediterrane an grassland,"sandy loam, sandstone/shale",grass,soil coring,,,,,,
Nassella pulchra,,Poaceae,1,3.28,,Hull & Muller 1977,"S California, USA",mediterranean grassland,clay loam over clay,cespitose grass,,perennial,,,ClLo,,
Nectandra ambigens,,,2,6.56,,"Jaramello et al., 2003","Tuxtlas, SE Mexico",tropical rainforest,"well‐drained, coarse‐textured",tree,soil pitsand coring,,,,,,
Neomilspaugia spp.,Gumbo‐ limbo,,9,29.53,,"Estrada‐Medin A et al.,","Merida city, Yucatán,",subtropical dry forest,"rocky, shallow (0.3m), red,",tree,root counton quarry,,,,,,
Nephelium litchi,Litchi,,3.8,12.47,,"Howard, 1925","Pusa, N Bihar, India, on the",orchards and rice fields,"calcareous siltloam, 75% sand‐",tree,exposureby,,,,,,
Nerisyrenia linearifolia,White Sands mustard,,0.62,2.03,,"Gibbens and Lenz, 2001;","Chihuahuan Desert, New",xeric shrubland,gypsum soil,herb,excavation,,,,,,
Nicotiana glauca,Tree Tobacco,,,,,,,,,,,,,,,0,
Nitraria sibirica,"white thorn, desert",,4.5,14.76,,"Zhou et al., 2015","Guerbantung gute desert,",arid desert,"sandy, saline",shrub,excavation,,,,,,
Nothofagus,soutern beech,,0.5,1.64,,"Roering et al., 2002","S. Island, New Zealand",Subtropical moist forest,tephra on loess,tree,soilsampling,,,,,,
Nothofagus antarctica,Antarctic Beech,,2.15,7.05,,"Schulze et al., 1996",Patagonia,Deciduous scrub,Alluvial; +0.03‐0m humus; 0‐,tree or shrub,excavation,,,,,,
Nothofagus dombeyi,"coihue, coigüe",,0.8,2.62,,Moreno‐Chacon &,S. C. Chile,subtropical moist forest,"fertile, well drained, derived",tree,soil coring,,,,,,
Nothofagus pumila,lenga beech,,1.75,5.74,,"Schulze et al., 1996",Patagonia,Deciduous forest,Glacial moraine & volcanic;,tree or shrub,excavation,,,,,,
Nymphaea advena,yellow pond‐ lily,,0.25,0.82,,"Sherff, 1912",N. Illinoise near Lake,temperate riparian,black muck or partially,herb,excavation,,,,,,
Ochna pulchra,Lekkerbreek,,1.25,4.10,,"Holdo & Timberlake,","North province, W",tree savanna / subtropical,"deep, medium‐textured",shrub,excavation,,,,,,
Ochna pulchra,Lekkerbreek,,2.2,7.22,,"Rutherford, 1983","northern Transvaal,",tree savanna,"sand, well drained",small tree,excavation,,,,,,
Ochna pulchra,Lekkerbreek,,1.2,3.94,,"Timberlake & Calvert, 1993","Nyamandhlov u, W.",subtropical dry forest,"kalahari sand, over sandy‐clay",small tree,excavation,,,,,,
Ohlorophora excelsa,Iroko,,1.1,3.61,,"Mensah & Jenik, 1968",S Ghana,tropical semi‐ deceduous,,tree,excavation,,,,,,
Ohlorophora excelsa,Iroko,,3.5,11.48,,"Mensah & Jenik, 1968",S Ghana,tropical semi‐ deceduous,,tree,excavation,,,,,,
Olneya tesota,Ironwood,,,,,,,,,,,,,,,1,
Onosma arenarium,Orcanette sands,,1.3,4.27,,Lichtenegger & Kutschera‐,"near Hainz, Germany",temperate forest,sand,forb,excavation,,,,,,
Opuntia acanthocarpa,,Cactaceae,0.3,0.98,,Nobel et al. 1991,"Deep Canyon Desert Research Center, California",subtropical desert,"gravely, sandy loam",succulent,,perennial,33.38,-116.24,SaLo,,
Opuntia arborescens,"Abrojo, Candelabru",,0.91,2.99,,"Dittmer, 1959",North‐Central Arizona,arid desert,sand,cactus,excavation,,,,,,
Opuntia camanchica,tulip prickly pear,,0.89,2.92,,"Weaver, 1919","near Colorado Springs,",shortgrass prairie,"very compact and hard, light‐",cactus,excavation,,,,,,
Opuntia fragilis,brittle prickly pear,,0.38,1.25,,"Weaver, 1919","near Colorado Springs,",shortgrass prairie,"very compact and hard, light‐",cactus,excavation,,,,,,
