LastName,FirstName,DatasetID,Dataset,SpeciesName,AccSpeciesID,AccSpeciesName,ObservationID,ObsDataID,TraitID,TraitName,DataID,DataName,OriglName,OrigValueStr,OrigUnitStr,OriglName,OrigValueStr,OrigUnitStr,ValueKindName,OrigUncertaintyStr,UncertaintyName,Replicates,StdValue,UnitName,RelUncertaintyPercent,OrigObsDataID,ErrorRisk,Reference,Comment,StdValueStr
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Pseudotsuga menziesii,44567,Pseudotsuga menziesii,1728457,12648415,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2537,Xylem water potential at which 12% of conductivity is lost (P12),P12 (MPa),-2.88187,Mpa,P12 (MPa),-2.88187,Mpa,Single,,,,-2.88187,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",the xylem tension at which 12% of the maximum hydraulic conductivity is lost,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Pseudotsuga menziesii,44567,Pseudotsuga menziesii,1728458,12648513,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2537,Xylem water potential at which 12% of conductivity is lost (P12),P12 (MPa),-3.91,Mpa,P12 (MPa),-3.91,Mpa,Single,,,,-3.91,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",the xylem tension at which 12% of the maximum hydraulic conductivity is lost,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Pseudotsuga menziesii,44567,Pseudotsuga menziesii,1728459,12648544,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2537,Xylem water potential at which 12% of conductivity is lost (P12),P12 (MPa),-3.44,Mpa,P12 (MPa),-3.44,Mpa,Single,,,,-3.44,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",the xylem tension at which 12% of the maximum hydraulic conductivity is lost,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Pseudotsuga menziesii,44567,Pseudotsuga menziesii,1728460,12648575,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2537,Xylem water potential at which 12% of conductivity is lost (P12),P12 (MPa),-1.35673,Mpa,P12 (MPa),-1.35673,Mpa,Single,,,,-1.35673,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",the xylem tension at which 12% of the maximum hydraulic conductivity is lost,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Pseudotsuga menziesii,44567,Pseudotsuga menziesii,1728461,12648671,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2537,Xylem water potential at which 12% of conductivity is lost (P12),P12 (MPa),-3.09,Mpa,P12 (MPa),-3.09,Mpa,Single,,,,-3.09,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",the xylem tension at which 12% of the maximum hydraulic conductivity is lost,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Pseudotsuga menziesii,44567,Pseudotsuga menziesii,1728462,12648765,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2537,Xylem water potential at which 12% of conductivity is lost (P12),P12 (MPa),-2.13,Mpa,P12 (MPa),-2.13,Mpa,Single,,,,-2.13,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",the xylem tension at which 12% of the maximum hydraulic conductivity is lost,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Pseudotsuga menziesii,44567,Pseudotsuga menziesii,1728463,12648795,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2537,Xylem water potential at which 12% of conductivity is lost (P12),P12 (MPa),-2.07,Mpa,P12 (MPa),-2.07,Mpa,Single,,,,-2.07,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",the xylem tension at which 12% of the maximum hydraulic conductivity is lost,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Pseudotsuga menziesii,44567,Pseudotsuga menziesii,1728464,12648823,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2537,Xylem water potential at which 12% of conductivity is lost (P12),P12 (MPa),-1.86,Mpa,P12 (MPa),-1.86,Mpa,Single,,,,-1.86,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",the xylem tension at which 12% of the maximum hydraulic conductivity is lost,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Pseudotsuga menziesii,44567,Pseudotsuga menziesii,1728465,12648919,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2537,Xylem water potential at which 12% of conductivity is lost (P12),P12 (MPa),-1.56,Mpa,P12 (MPa),-1.56,Mpa,Single,,,,-1.56,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",the xylem tension at which 12% of the maximum hydraulic conductivity is lost,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Pseudotsuga menziesii,44567,Pseudotsuga menziesii,1728466,12648949,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2537,Xylem water potential at which 12% of conductivity is lost (P12),P12 (MPa),-1.22879,Mpa,P12 (MPa),-1.22879,Mpa,Single,,,,-1.22879,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",the xylem tension at which 12% of the maximum hydraulic conductivity is lost,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Pseudotsuga menziesii,44567,Pseudotsuga menziesii,1728467,12649044,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2537,Xylem water potential at which 12% of conductivity is lost (P12),P12 (MPa),-1.38,Mpa,P12 (MPa),-1.38,Mpa,Single,,,,-1.38,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",the xylem tension at which 12% of the maximum hydraulic conductivity is lost,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Pseudotsuga menziesii,44567,Pseudotsuga menziesii,1728468,12649072,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2537,Xylem water potential at which 12% of conductivity is lost (P12),P12 (MPa),-0.539,Mpa,P12 (MPa),-0.539,Mpa,Single,,,,-0.539,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",the xylem tension at which 12% of the maximum hydraulic conductivity is lost,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Pseudotsuga menziesii,44567,Pseudotsuga menziesii,1728470,12649260,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2537,Xylem water potential at which 12% of conductivity is lost (P12),P12 (MPa),-3.97,Mpa,P12 (MPa),-3.97,Mpa,Single,,,,-3.97,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",the xylem tension at which 12% of the maximum hydraulic conductivity is lost,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Pseudotsuga menziesii,44567,Pseudotsuga menziesii,1728471,12649290,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2537,Xylem water potential at which 12% of conductivity is lost (P12),P12 (MPa),-3.83,Mpa,P12 (MPa),-3.83,Mpa,Single,,,,-3.83,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",the xylem tension at which 12% of the maximum hydraulic conductivity is lost,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Pseudotsuga menziesii,44567,Pseudotsuga menziesii,1728472,12649318,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2537,Xylem water potential at which 12% of conductivity is lost (P12),P12 (MPa),-3.8,Mpa,P12 (MPa),-3.8,Mpa,Single,,,,-3.8,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",the xylem tension at which 12% of the maximum hydraulic conductivity is lost,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Pseudotsuga menziesii,44567,Pseudotsuga menziesii,1728473,12649412,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2537,Xylem water potential at which 12% of conductivity is lost (P12),P12 (MPa),-3.201,Mpa,P12 (MPa),-3.201,Mpa,Single,,,,-3.201,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",the xylem tension at which 12% of the maximum hydraulic conductivity is lost,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Pseudotsuga menziesii,44567,Pseudotsuga menziesii,1728474,12649504,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2537,Xylem water potential at which 12% of conductivity is lost (P12),P12 (MPa),-3.68,Mpa,P12 (MPa),-3.68,Mpa,Single,,,,-3.68,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",the xylem tension at which 12% of the maximum hydraulic conductivity is lost,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Pseudotsuga menziesii,44567,Pseudotsuga menziesii,1728475,12649597,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2537,Xylem water potential at which 12% of conductivity is lost (P12),P12 (MPa),-2.203,Mpa,P12 (MPa),-2.203,Mpa,Single,,,,-2.203,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",the xylem tension at which 12% of the maximum hydraulic conductivity is lost,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Pseudotsuga menziesii,44567,Pseudotsuga menziesii,1728477,12649781,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2537,Xylem water potential at which 12% of conductivity is lost (P12),P12 (MPa),-3.266302623,Mpa,P12 (MPa),-3.266302623,Mpa,Single,,,,-3.266302623,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",the xylem tension at which 12% of the maximum hydraulic conductivity is lost,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Pseudotsuga menziesii,44567,Pseudotsuga menziesii,1728478,12649886,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2537,Xylem water potential at which 12% of conductivity is lost (P12),P12 (MPa),-0.45,Mpa,P12 (MPa),-0.45,Mpa,Single,,,,-0.45,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",the xylem tension at which 12% of the maximum hydraulic conductivity is lost,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Pseudotsuga menziesii,44567,Pseudotsuga menziesii,1728479,12649980,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2537,Xylem water potential at which 12% of conductivity is lost (P12),P12 (MPa),-0.74,Mpa,P12 (MPa),-0.74,Mpa,Single,,,,-0.74,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",the xylem tension at which 12% of the maximum hydraulic conductivity is lost,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Pseudotsuga menziesii,44567,Pseudotsuga menziesii,1728480,12650076,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2537,Xylem water potential at which 12% of conductivity is lost (P12),P12 (MPa),-0.741,Mpa,P12 (MPa),-0.741,Mpa,Single,,,,-0.741,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",the xylem tension at which 12% of the maximum hydraulic conductivity is lost,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Pseudotsuga menziesii,44567,Pseudotsuga menziesii,1728481,12650170,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2537,Xylem water potential at which 12% of conductivity is lost (P12),P12 (MPa),-0.8,Mpa,P12 (MPa),-0.8,Mpa,Single,,,,-0.8,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",the xylem tension at which 12% of the maximum hydraulic conductivity is lost,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Pseudotsuga menziesii,44567,Pseudotsuga menziesii,1728482,12650272,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2537,Xylem water potential at which 12% of conductivity is lost (P12),P12 (MPa),-0.5,Mpa,P12 (MPa),-0.5,Mpa,Single,,,,-0.5,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",the xylem tension at which 12% of the maximum hydraulic conductivity is lost,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Pseudotsuga menziesii,44567,Pseudotsuga menziesii,1728443,12647812,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2099,Xylem water potential at which 50% of conductivity is lost (P50),P50 (MPa),-5.9,Mpa,P50 (MPa),-5.9,Mpa,Single,,,,-5.9,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",the xylem tension at which 50% of the maximum hydraulic conductivity is lost,
Jansen,Steven,241,Xylem Functional Traits (XFT) Database,Pseudotsuga menziesii,44567,Pseudotsuga menziesii,1728444,12647840,719,"Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P80)",2099,Xylem water potential at which 50% of conductivity is lost (P50),P50 (MPa),-6.3,Mpa,P50 (MPa),-6.3,Mpa,Single,,,,-6.3,Mpa,,,,"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688",the xylem tension at which 50% of the maximum hydraulic conductivity is lost,
