,AccSpeciesID,AccSpeciesName,nSLA,SLA,nLDMC,LDMC,nSWC,SWC,SWC_from_LDMC
7334,37041,Mollinedia schottiana,3,16.03037675,0,NA,0,NA,NA
7335,37044,Mollinedia viridiflora,14,22.25859782,1,0.26,0,NA,2.846153846
7336,37049,Mollugo verticillata,3,18.90591166,0,NA,0,NA,NA
7337,37050,Molopospermum peloponnesiacum,6,17.65814649,6,0.254893669,0,NA,2.923204547
7338,37074,Monachather paradoxus,3,9.658666667,0,NA,0,NA,NA
7339,37097,Monanthotaxis caffra,3,16.72367422,0,NA,0,NA,NA
7340,37102,Monarda fistulosa,366,18.62548519,279,0.274594346,0,NA,2.641735586
7341,37103,Monarda punctata,79,20.18983777,71,0.216331302,0,NA,3.622539549
7342,37104,Monarda sp,1,27.95454545,1,0.233421751,0,NA,3.284090909
7343,37110,Monardella villosa,6,15.77996055,0,NA,0,NA,NA
7344,37120,Moneses uniflora,15,21.6249442,9,0.294070672,0,NA,2.400543121
7345,37126,Monocarpia euneura,2,9.888738686,0,NA,0,NA,NA
7346,37133,Monodora angolensis,2,21.28691687,2,0.272800669,0,NA,2.66568016
7347,37136,Monodora myristica,1,17.61128767,1,0.315196078,0,NA,2.172628309
7348,37175,Monotoca elliptica,6,6.745636707,0,NA,0,NA,NA
7349,37177,Monotoca glauca,2,7.838625556,0,NA,0,NA,NA
7350,37179,Monotoca scoparia,7,7.821735992,0,NA,0,NA,NA
7351,37190,Monstera adansonii,2,28.02577215,2,0.1235,0,NA,7.097165992
7352,37208,Montia fontana,10,33.51840013,0,NA,0,NA,NA
7353,37214,Mora excelsa,24,12.46030758,17,0.473334938,0,NA,1.112668895
7354,37215,Mora gonggrijpii,25,12.00573804,19,0.419284918,0,NA,1.385013048
7355,37234,Moraea sp,10,7.723572023,0,NA,0,NA,NA
7356,37245,Morella californica,3,9.10960615,0,NA,0,NA,NA
7357,37246,Morella cerifera,57,14.36049589,0,NA,0,NA,NA
7358,37247,Morella esculenta,5,9.388849797,1,0.41954023,0,NA,1.383561644
7359,37248,Morella pubescens,1,6.41025641,0,NA,0,NA,NA
7360,37249,Morella rubra,33,14.24270648,28,0.446766136,0,NA,1.238307515
7361,37254,Moricandia arvensis,1,9.45,0,NA,0,NA,NA
7362,37266,Morinda citrifolia,10,19.13695208,1,0.18,0,NA,4.555555556
7363,37288,Morisonia americana,4,6.009090909,0,NA,0,NA,NA
7364,37293,Moronobea coccinea,36,11.11152055,0,NA,0,NA,NA
7365,37297,Mortoniodendron anisophyllum,6,9.834748514,6,0.375580659,0,NA,1.66254392
7366,37298,Mortoniodendron guatemalense,6,17.54171385,0,NA,0,NA,NA
7367,37299,Morus alba,55,17.81928838,10,0.33963129,0,NA,1.944369467
7368,37300,Morus australis,7,16.50292656,0,NA,0,NA,NA
7369,37314,Morus rubra,61,34.86627617,0,NA,0,NA,NA
7370,37325,Mouriri acutiflora,3,14.71174701,0,NA,0,NA,NA
7371,37327,Mouriri apiranga,1,10.71811361,0,NA,0,NA,NA
7372,37329,Mouriri brachyanthera,4,15.36831393,0,NA,0,NA,NA
7373,37333,Mouriri crassifolia,31,6.652482136,0,NA,0,NA,NA
7374,37334,Mouriri dimorphandra,1,11.51518967,0,NA,0,NA,NA
7375,37337,Mouriri gleasoniana,43,13.06732468,25,0.34854924,0,NA,1.86903509
7376,37338,Mouriri grandiflora,3,11.11831893,0,NA,0,NA,NA
7377,37339,Mouriri huberi,18,6.950809914,0,NA,0,NA,NA
7378,37342,Mouriri myrtilloides,40,13.67104001,30,0.448077787,0,NA,1.231755353
7379,37343,Mouriri nigra,4,7.081384983,0,NA,0,NA,NA
7380,37349,Mouriri sagotiana,10,12.28749562,0,NA,0,NA,NA
7381,37356,Moutabea guianensis,8,13.8583363,0,NA,0,NA,NA
7382,37376,Muehlenbeckia australis,6,43.73731126,0,NA,0,NA,NA
7383,37377,Muehlenbeckia axillaris,8,14.08868717,6,0.3221152,0,NA,2.104479388
7384,37379,Muehlenbeckia complexa,2,38.84706433,0,NA,0,NA,NA
7385,37380,Muehlenbeckia cunninghamii,1,10.23,0,NA,0,NA,NA
7386,37383,Muehlenbeckia rhyticarya,9,12.706,0,NA,0,NA,NA
7387,37385,Muehlenbeckia sp,1,53.06891856,0,NA,0,NA,NA
7388,37390,Muhlenbergia cuspidata,2,21.55172414,0,NA,0,NA,NA
7389,37402,Muhlenbergia montana,42,7.887227273,4,0.4995,0,NA,1.002002002
7390,37403,Muhlenbergia peruviana,2,14.425,1,0.43,0,NA,1.325581395
7391,37407,Muhlenbergia racemosa,4,31.45238931,0,NA,0,NA,NA
7392,37409,Muhlenbergia rigens,48,7.870713651,4,0.42605,0,NA,1.347142354
7393,37411,Muhlenbergia schreberi,10,33.70399119,10,0.343731284,0,NA,1.909249308
7394,37424,Munroa squarrosa,24,19.83726522,4,0.33905,0,NA,1.94941749
7395,37425,Muntingia calabura,3,16.94405157,0,NA,0,NA,NA
7396,37438,Murraya paniculata,9,9.632361936,0,NA,0,NA,NA
7397,37444,Musa ornata,1,17.96,0,NA,0,NA,NA
7398,37450,Musanga cecropioides,20,12.40867354,18,0.314033189,0,NA,2.1843768
7399,37454,Muscari botryoides,8,29.124,3,0.093416667,0,NA,9.704727921
7400,37458,Muscari neglectum,2,12.54,1,0.17063,0,NA,4.860634121
7401,37462,Musgravea heterophylla,13,6.769546851,0,NA,0,NA,NA
7402,37463,Musgravea stenostachya,10,10.30009859,0,NA,0,NA,NA
7403,37464,Musineon divaricatum,13,10.88509142,10,0.194084,0,NA,4.152408236
7404,37466,Mussaenda frondosa,2,24.3902439,0,NA,0,NA,NA
7405,37477,Myagrum perfoliatum,8,31.556,3,0.123233333,0,NA,7.114687585
7406,37485,Myoporum deserti,2,4.264483961,0,NA,0,NA,NA
7407,37487,Myoporum insulare,1,7.612833061,0,NA,0,NA,NA
7408,37488,Myoporum laetum,1,10.10537751,0,NA,0,NA,NA
7409,37490,Myoporum platycarpum,3,4.469513624,0,NA,0,NA,NA
7410,37491,Myoporum sandwicense,4,6.787207438,0,NA,0,NA,NA
7411,37494,Myosotis alpestris,83,23.85552719,37,0.208031154,0,NA,3.806972321
7412,37495,Myosotis arvensis,268,41.15720168,198,0.16196679,0,NA,5.174105179
7413,37496,Myosotis australis,2,21.533,1,0.216,0,NA,3.62962963
7414,37499,Myosotis discolor,17,32.48232616,7,0.153468571,0,NA,5.515992106
7415,37500,Myosotis laxa,23,37.74201243,11,0.133641034,0,NA,6.482731668
7416,37501,Myosotis nemorosa,11,42.767,4,0.175385,0,NA,4.701741882
7417,37504,Myosotis ramosissima,17,28.33533333,3,0.18973,0,NA,4.270647763
7418,37505,Myosotis rehsteineri,9,30.984,5,0.18104,0,NA,4.523641184
7419,37506,Myosotis scorpioides,22,40.58450845,8,0.147936089,0,NA,5.759675779
7420,37512,Myosotis stricta,9,21.9944,4,0.170625,0,NA,4.860805861
7421,37514,Myosotis sylvatica,17,37.37826294,8,0.125121041,0,NA,6.992260861
7422,37517,Myosurus minimus,10,22.56360962,3,0.137653333,0,NA,6.264626114
7423,37518,Myracrodruon urundeuva,4,10.78114747,1,0.384754436,0,NA,1.59906035
7424,37521,Myrceugenia chrysocarpa,2,6.515760525,0,NA,0,NA,NA
7425,37523,Myrceugenia exsucca,1,6.329113924,0,NA,0,NA,NA
7426,37525,Myrceugenia miersiana,1,12.83,0,NA,0,NA,NA
7427,37527,Myrceugenia obtusa,1,6.289308176,0,NA,0,NA,NA
7428,37528,Myrceugenia planipes,8,7.882662501,0,NA,0,NA,NA
7429,37532,Myrcia amazonica,1,15.35438462,0,NA,0,NA,NA
7430,37533,Myrcia brasiliensis,3,12.7455813,1,0.321004,0,NA,2.115225978
7431,37535,Myrcia deflexa,9,6.806157508,0,NA,0,NA,NA
7432,37539,Myrcia gatunensis,62,15.26185589,53,0.370204129,0,NA,1.701212442
7433,37551,Myrcia racemosa,3,10.74498804,0,NA,0,NA,NA
7434,37555,Myrcia sp,24,11.45569218,1,0.49,0,NA,1.040816327
7435,37556,Myrcia splendens,21,13.44563814,3,0.401342398,0,NA,1.491638073
7436,37557,Myrcia sylvatica,1,7.54147813,0,NA,0,NA,NA
7437,37558,Myrcia tomentosa,2,7.329992811,0,NA,0,NA,NA
7438,37562,Myrcianthes gigantea,11,8.30720356,0,NA,0,NA,NA
7439,37565,Myrcianthes pungens,11,8.508597587,0,NA,0,NA,NA
7440,37566,Myrcianthes sp,6,15.21945084,0,NA,0,NA,NA
7441,37571,Myrciaria floribunda,43,15.97732612,0,NA,0,NA,NA
7442,37572,Myrciaria sp,6,21.45218836,1,0.285159047,0,NA,2.506814912
7443,37586,Myrica gale,12,14.4853676,1,0.345,0,NA,1.898550725
7444,37599,Myricaria germanica,5,20.09178821,4,0.208399638,0,NA,3.798472825
7445,37600,Myricaria sp,6,6.370975519,3,0.47763331,0,NA,1.093656323
7446,37601,Myricaria squamosa,3,9.090909091,0,NA,0,NA,NA
7447,37602,Myriocarpa longipes,6,21.01472523,0,NA,0,NA,NA
7448,37606,Myriocephalus rhizocephalus,2,16.09918443,0,NA,0,NA,NA
7449,37609,Myriophyllum alterniflorum,9,67.876,5,0.206192,0,NA,3.849848685
7450,37610,Myriophyllum aquaticum,8,37.05758339,7,0.139626858,0,NA,6.161945896
7451,37615,Myriophyllum spicatum,39,63.06638607,32,0.127974621,0,NA,6.814049305
7452,37616,Myriophyllum verticillatum,18,102.6983185,12,0.092055203,0,NA,9.863047082
7453,37627,Myristica cinnamomea,4,8.523320394,0,NA,0,NA,NA
7454,37634,Myristica gigantea,3,8.512277809,0,NA,0,NA,NA
7455,37635,Myristica gillespieana,1,10.24590164,0,NA,0,NA,NA
7456,37636,Myristica globosa,8,8.644428631,4,0.394,0,NA,1.538071066
7457,37639,Myristica iners,4,7.712088717,0,NA,0,NA,NA
7458,37640,Myristica insipida,1,9.433962264,0,NA,0,NA,NA
7459,37650,Myristica sp,3,15.91152805,0,NA,0,NA,NA
7460,37661,Myrocarpus frondosus,11,19.53475954,0,NA,0,NA,NA
7461,37662,Myrospermum frutescens,38,18.45523532,31,0.357746528,0,NA,1.795275209
7462,37666,Myroxylon balsamum,9,16.72577544,1,0.29,0,NA,2.448275862
7463,37669,Myrrhis odorata,6,38.138,1,0.238,0,NA,3.201680672
7464,37673,Myrsine africana,4,10.29510757,0,NA,0,NA,NA
7465,37674,Myrsine andina,1,8.322622108,0,NA,0,NA,NA
7466,37680,Myrsine coriacea,17,10.36262313,1,0.351997,0,NA,1.840933303
7467,37684,Myrsine floridana,1,11.64144354,0,NA,0,NA,NA
7468,37685,Myrsine gardneriana,2,8.196721311,1,0.311671,0,NA,2.208511539
7469,37687,Myrsine juergensenii,1,8.156606852,0,NA,0,NA,NA
7470,37688,Myrsine lessertiana,6,6.330092429,0,NA,0,NA,NA
7471,37693,Myrsine parvifolia,1,5.324813632,1,0.334662622,0,NA,1.988083925
7472,37695,Myrsine sandwicensis,3,16.38100742,0,NA,0,NA,NA
7473,37696,Myrsine seguinii,37,10.60196208,25,0.363350014,0,NA,1.752167226
7474,37698,Myrsine sp,1,7.806944444,0,NA,0,NA,NA
7475,37699,Myrsine umbellata,4,11.13744996,0,NA,0,NA,NA
7476,37705,Myrtus communis,80,10.26476444,3,0.391471796,0,NA,1.554462441
7477,37712,Mystroxylon aethiopicum,3,6.642787893,0,NA,0,NA,NA
7478,37713,Mytilaria laosensis,44,20.34196924,41,0.241511266,0,NA,3.140593592
7479,37717,Nageia nagi,4,14.075,0,NA,0,NA,NA
7480,37722,Najas marina,15,38.79928571,1,0.08558,0,NA,10.68497312
7481,37723,Najas minor,17,66.96214286,13,0.112792308,0,NA,7.865852827
7482,37728,Nandina domestica,7,22.2097549,0,NA,0,NA,NA
7483,37730,Nanophyton erinaceum,2,2.886807353,0,NA,0,NA,NA
7484,37745,Narcissus poeticus,9,20.10333333,4,0.19687,0,NA,4.079494082
7485,37746,Narcissus pseudonarcissus,7,19.29870445,2,0.1375,0,NA,6.272727273
7486,37751,Nardus stricta,289,10.39111974,180,0.395483033,0,NA,1.528553484
7487,37752,Narthecium ossifragum,4,25.08333333,1,0.159,0,NA,5.289308176
7488,37762,Nassella lepida,1,54.5,0,NA,0,NA,NA
7489,37763,Nassella pulchra,162,17.8035952,1,0.483339348,0,NA,1.068939771
7490,37765,Nassella viridula,15,18.46473379,0,NA,0,NA,NA
7491,37767,Nasturtium microphyllum,8,60.84426138,2,0.0795,0,NA,11.57861635
7492,37768,Nasturtium officinale,14,68.63358974,1,0.078,0,NA,11.82051282
7493,37782,Nauclea sp,1,16.532,0,NA,0,NA,NA
7494,37783,Nauclea subdita,9,10.65137626,0,NA,0,NA,NA
7495,37789,Naucleopsis glabra,5,11.99166671,0,NA,0,NA,NA
7496,37790,Naucleopsis guianensis,46,12.40230909,0,NA,0,NA,NA
7497,37793,Naucleopsis imitans,3,13.63799806,0,NA,0,NA,NA
7498,37794,Naucleopsis krukovii,7,18.67433312,0,NA,0,NA,NA
7499,37795,Naucleopsis mello-barretoi,1,7.98084597,0,NA,0,NA,NA
7500,37796,Naucleopsis naga,5,11.96726837,2,0.418470722,0,NA,1.389653438
7501,37798,Naucleopsis sp,1,17.0617201,0,NA,0,NA,NA
7502,37800,Naucleopsis ulei,13,9.269005208,0,NA,0,NA,NA
7503,37804,Nealchornea yapurensis,3,8.869852445,0,NA,0,NA,NA
7504,37805,Neatostema apulum,5,21.0168,1,0.25765,0,NA,2.881234232
7505,37810,Nectandra amazonum,2,6.588979801,0,NA,0,NA,NA
7506,37815,Nectandra cissiflora,50,12.70579695,43,0.404745171,0,NA,1.470690378
7507,37818,Nectandra crassiloba,2,10.34718452,0,NA,0,NA,NA
7508,37821,Nectandra cuspidata,4,8.625960973,0,NA,0,NA,NA
7509,37831,Nectandra hihua,1,12.85525,0,NA,0,NA,NA
7510,37833,Nectandra hypoleuca,2,27.94489796,0,NA,0,NA,NA
7511,37835,Nectandra lanceolata,1,NA,1,0.563964,0,NA,0.773162826
7512,37836,Nectandra lineata,52,16.59013029,44,0.370845647,0,NA,1.696539671
7513,37840,Nectandra megapotamica,13,15.29670659,1,0.425936,0,NA,1.347770557
7514,37841,Nectandra membranacea,9,13.56866445,1,0.414444,0,NA,1.41287122
7515,37845,Nectandra oppositifolia,4,13.0716401,0,NA,0,NA,NA
7516,37849,Nectandra pulverulenta,2,9.144466642,0,NA,0,NA,NA
7517,37860,Nectandra sp,5,9.922357515,0,NA,0,NA,NA
7518,37861,Nectandra turbacensis,1,14.07445455,0,NA,0,NA,NA
7519,37863,Nectandra yarinensis,4,15.65725456,0,NA,0,NA,NA
7520,37868,Neea amplifolia,32,22.84880267,26,0.185659079,0,NA,4.386216541
7521,37871,Neea delicatula,2,27.16861129,1,0.173668292,0,NA,4.75810349
7522,37872,Neea divaricata,4,16.95221819,1,0.37,0,NA,1.702702703
7523,37874,Neea floribunda,17,13.62537144,0,NA,0,NA,NA
7524,37875,Neea hermaphrodita,5,14.32464896,0,NA,0,NA,NA
7525,37878,Neea macrophylla,2,10.36544362,0,NA,0,NA,NA
7526,37881,Neea obovata,27,7.124237449,0,NA,0,NA,NA
7527,37882,Neea oppositifolia,1,10.44777909,0,NA,0,NA,NA
7528,37885,Neea psychotrioides,1,17.96848373,1,0.195840426,0,NA,4.106198042
7529,37886,Neea sp,80,15.77086622,41,0.320463701,0,NA,2.120478219
7530,37887,Neea spruceana,1,12.22928393,0,NA,0,NA,NA
7531,37892,Neesia altissima,2,13.05483029,0,NA,0,NA,NA
7532,37902,Nelumbo nucifera,10,17.25367735,10,0.172835524,0,NA,4.785847584
7533,37905,Nematolepis squamea,1,8.19470622,0,NA,0,NA,NA
7534,37915,Nemesia sp,9,28.16709152,0,NA,0,NA,NA
7535,37928,Neobalanocarpus heimii,1,12.7388535,0,NA,0,NA,NA
7536,37929,Neobassia proceriflora,4,10.4428392,0,NA,0,NA,NA
7537,37933,Neobouteloua lophostachya,2,12.86,1,0.73,0,NA,0.369863014
7538,37941,Neoguillauminia cleopatra,1,5.62,0,NA,0,NA,NA
7539,37945,Neolamarckia cadamba,2,9.710157863,0,NA,0,NA,NA
7540,37949,Neolitsea aciculata,9,14.66009317,0,NA,0,NA,NA
7541,37950,Neolitsea aurata,28,21.97970848,24,0.353879318,0,NA,1.825822105
7542,37951,Neolitsea australiensis,2,16.13559723,0,NA,0,NA,NA
7543,37954,Neolitsea chuii,27,14.16390027,22,0.419965238,0,NA,1.381149463
7544,37955,Neolitsea dealbata,7,12.46830723,0,NA,0,NA,NA
7545,37956,Neolitsea ellipsoidea,17,8.733893006,0,NA,0,NA,NA
7546,37959,Neolitsea oblongifolia,18,13.63632443,0,NA,0,NA,NA
7547,37962,Neolitsea phanerophlebia,21,14.73415785,17,0.429245643,0,NA,1.329668375
7548,37963,Neolitsea pulchella,17,11.55591019,1,0.498515261,0,NA,1.005956644
7549,37964,Neolitsea sericea,11,10.6782375,0,NA,0,NA,NA
7550,37971,Neomyrtus pedunculata,13,14.99877709,0,NA,0,NA,NA
7551,37974,Neonauclea calycina,1,18.234,0,NA,0,NA,NA
7552,37979,Neonauclea gigantea,2,7.607636359,0,NA,0,NA,NA
7553,37987,Neonauclea paracyrtopoda,4,7.05213747,0,NA,0,NA,NA
7554,37996,Neopallasia pectinata,1,11.57407407,0,NA,0,NA,NA
7555,37997,Neopanax arboreus,76,8.542935808,48,0.351859389,0,NA,1.842044384
7556,38021,Neosprucea grandiflora,3,18.07971397,0,NA,0,NA,NA
7557,38037,Nepeta cataria,14,26.73872988,5,0.227460973,0,NA,3.396358579
7558,38047,Nepeta nepetella,19,9.702569866,9,0.315972923,0,NA,2.164828142
7559,38048,Nepeta nuda,6,20.96,6,0.24079,0,NA,3.152996387
7560,38057,Nephelium daedaleum,3,18.30998866,0,NA,0,NA,NA
7561,38060,Nephelium juglandifolium,10,19.78,0,NA,0,NA,NA
7562,38061,Nephelium lappaceum,6,13.21771854,2,0.498756219,0,NA,1.004987531
7563,38067,Nephelium ramboutan-ake,7,19.39041181,1,0.410295365,0,NA,1.437268578
7564,38069,Nephelium sp,2,10.4604847,0,NA,0,NA,NA
7565,38070,Nephelium uncinatum,1,15.504,0,NA,0,NA,NA
7566,38074,Nephrolepis biserrata,1,17.231,0,NA,0,NA,NA
7567,38075,Nephrolepis cordifolia,4,15.0883997,0,NA,0,NA,NA
7568,38076,Nephrolepis exaltata,1,24.21307506,0,NA,0,NA,NA
7569,38077,Nephrolepis rivularis,40,20.136186,17,0.287807647,0,NA,2.474542838
7570,38078,Nephrolepis sp,6,13.07259038,0,NA,0,NA,NA
7571,38091,Nerium oleander,18,8.268267837,9,0.344764972,0,NA,1.900526685
7572,38094,Nertera depressa,1,37.04677742,0,NA,0,NA,NA
7573,38150,Nestegis cunninghamii,17,6.407350819,7,0.497506151,0,NA,1.010025398
7574,38151,Nestegis lanceolata,11,7.514016148,11,0.462458203,0,NA,1.162357578
7575,38154,Nestegis sandwicensis,2,5.92066311,0,NA,0,NA,NA
7576,38169,Neurolaena lobata,1,20.153,0,NA,0,NA,NA
7577,38178,Newtonia hildebrandtii,2,7.45,0,NA,0,NA,NA
7578,38185,Nicandra physalodes,16,26.3775,8,0.16453625,0,NA,5.077688047
7579,38194,Nicotiana glauca,3,12.86743376,1,0.17,0,NA,4.882352941
7580,38200,Nicotiana obtusifolia,1,18.115,0,NA,0,NA,NA
7581,38205,Nicotiana rustica,8,17.835,4,0.1511125,0,NA,5.617586235
7582,38206,Nicotiana simulans,2,21.57,0,NA,0,NA,NA
7583,38208,Nicotiana sylvestris,17,15.24215088,0,NA,0,NA,NA
7584,38210,Nicotiana tabacum,6,26.54008154,0,NA,0,NA,NA
7585,38213,Nicotiana velutina,2,11.55,0,NA,0,NA,NA
7586,38218,Niemeyera chartacea,10,9.4059,0,NA,0,NA,NA
7587,38222,Nierembergia linariaefolia,1,14.652,0,NA,0,NA,NA
7588,38225,Nigella arvensis,23,16.77146705,4,0.1866425,0,NA,4.357836506
7589,38227,Nigella damascena,10,34.746,5,0.172802,0,NA,4.786970058
7590,38237,Niphogeton dissecta,2,7.936507937,0,NA,0,NA,NA
7591,38242,Nitraria billardierei,4,5.62874269,0,NA,0,NA,NA
7592,38245,Nitraria sibirica,8,8.04240877,3,0.227457627,0,NA,3.396423249
7593,38246,Nitraria sphaerocarpa,2,8.928571429,0,NA,0,NA,NA
7594,38247,Nitraria tangutorum,8,9.945875549,6,0.242045245,0,NA,3.131458969
7595,38253,Noaea mucronata,30,8.383273605,30,0.210496156,0,NA,3.750680575
7596,38274,Noltea africana,2,7.962095031,0,NA,0,NA,NA
7597,38277,Nonea pulla,7,23.26,3,0.15797,0,NA,5.330315883
7598,38288,Normanbya normanbyi,4,8.010578478,4,0.402,0,NA,1.487562189
7599,38292,Notelaea johnsonii,14,11.63371429,0,NA,0,NA,NA
7600,38294,Notelaea longifolia,3,5.628923781,0,NA,0,NA,NA
7601,38295,Notelaea microcarpa,4,6.615236063,0,NA,0,NA,NA
7602,38296,Notelaea ovata,24,5.440166667,0,NA,0,NA,NA
7603,38298,Notelaea venosa,21,5.268190476,0,NA,0,NA,NA
7604,38310,Nothofagus antarctica,13,10.46454431,0,NA,0,NA,NA
7605,38311,Nothofagus betuloides,5,6.266544566,0,NA,0,NA,NA
7606,38317,Nothofagus dombeyi,12,9.132435929,0,NA,0,NA,NA
7607,38326,Nothofagus nitida,3,6.700568091,0,NA,0,NA,NA
7608,38332,Nothofagus pumilio,15,12.95335504,0,NA,0,NA,NA
7609,38343,Nothoscordum gracile,3,21.3778768,1,0.13,0,NA,6.692307692
7610,38345,Noticastrum argenteum,1,23.60727966,0,NA,0,NA,NA
7611,38347,Noticastrum marginatum,1,9.042160879,0,NA,0,NA,NA
7612,38351,Notoceras bicorne,90,11.74048919,88,0.232270022,0,NA,3.305333903
7613,38359,Nototriche phyllanthos,2,11.36363636,0,NA,0,NA,NA
7614,38362,Notylia albida,20,14.54771409,19,0.144960009,0,NA,5.898454316
7615,38364,Nuphar lutea,23,12.8149207,16,0.192210828,0,NA,4.202620525
7616,38366,Nuphar pumila,3,15.38461538,2,0.146805897,0,NA,5.811715481
7617,38367,Nuxia capitata,8,18.52276546,0,NA,0,NA,NA
7618,38374,Nuytsia floribunda,3,2.177218959,0,NA,0,NA,NA
7619,38376,Nyctanthes arbor-tristis,3,11.96298405,0,NA,0,NA,NA
7620,38378,Nymphaea alba,52,10.4139434,51,0.211880159,0,NA,3.719649103
7621,38380,Nymphaea candida,2,13.73626374,1,0.157068063,0,NA,5.366666667
7622,38387,Nymphaea odorata,11,12.66727273,10,0.18682,0,NA,4.352745959
7623,38398,Nymphoides peltata,21,25.21952381,19,0.140094211,0,NA,6.138053716
7624,38404,Nyssa aquatica,4,22.19604772,0,NA,0,NA,NA
7625,38409,Nyssa sinensis,2,14.41422553,2,0.430275,0,NA,1.324095055
7626,38411,Nyssa sylvatica,128,18.38934952,1,0.29,0,NA,2.448275862
7627,38422,Ochanostachys amentacea,6,14.52160252,0,NA,0,NA,NA
7628,38426,Ochna arborea,10,15.66415761,0,NA,0,NA,NA
7629,38447,Ochna natalitia,7,12.9985524,0,NA,0,NA,NA
7630,38452,Ochna pulchra,1,11.68,1,0.4659,0,NA,1.146383344
7631,38457,Ochna serrulata,5,19.51501167,1,0.47086,0,NA,1.123773521
7632,38461,Ochna thomasiana,2,13.00390117,0,NA,0,NA,NA
7633,38471,Ochroma pyramidale,109,14.17825878,26,0.375884272,0,NA,1.660393304
7634,38478,Ochrosia moorei,2,8.717434036,0,NA,0,NA,NA
7635,38482,Ochrosperma lineare,5,10.1708,0,NA,0,NA,NA
7636,38486,Ochthodium aegyptiacum,2,34.6665844,1,0.158529833,0,NA,5.307960971
7637,38488,Ocimum basilicum,2,33.23939394,1,0.1241,0,NA,7.058017728
7638,38499,Ocotea aciphylla,4,6.283375247,1,0.400489,0,NA,1.496947482
7639,38501,Ocotea amazonica,2,7.952835038,0,NA,0,NA,NA
7640,38502,Ocotea argyrophylla,20,9.826671092,0,NA,0,NA,NA
7641,38503,Ocotea atirrensis,6,13.91797558,6,0.376142801,0,NA,1.658564773
7642,38505,Ocotea auriculiformis,12,9.372316078,0,NA,0,NA,NA
7643,38510,Ocotea bijuga,2,19.56923077,0,NA,0,NA,NA
7644,38511,Ocotea bofo,6,12.48348917,0,NA,0,NA,NA
7645,38514,Ocotea bullata,11,10.36791182,0,NA,0,NA,NA
7646,38516,Ocotea canaliculata,1,9.019974943,0,NA,0,NA,NA
7647,38517,Ocotea catharinensis,1,NA,1,0.434023,0,NA,1.304025363
7648,38520,Ocotea cernua,75,14.77648594,61,0.386799344,0,NA,1.585319795
7649,38521,Ocotea cinerea,10,10.4761792,0,NA,0,NA,NA
7650,38526,Ocotea corymbosa,1,10.2,0,NA,0,NA,NA
7651,38527,Ocotea costulata,22,11.25688901,0,NA,0,NA,NA
7652,38529,Ocotea cujumary,5,15.01481499,0,NA,0,NA,NA
7653,38533,Ocotea dendrodaphne,6,7.133352499,6,0.417324941,0,NA,1.39621432
7654,38534,Ocotea dispersa,2,9.404041431,0,NA,0,NA,NA
7655,38537,Ocotea effusa,1,8.410428932,0,NA,0,NA,NA
7656,38538,Ocotea elegans,1,NA,1,0.40432,0,NA,1.473288484
7657,38540,Ocotea esmeraldana,2,5.5,0,NA,0,NA,NA
7658,38544,Ocotea floribunda,4,15.81555782,0,NA,0,NA,NA
7659,38545,Ocotea foetens,3,9.099454049,0,NA,0,NA,NA
7660,38548,Ocotea glaziovii,1,NA,1,0.469734,0,NA,1.128864421
7661,38552,Ocotea guianensis,5,8.009726711,0,NA,0,NA,NA
7662,38553,Ocotea hartshorniana,3,16.35707195,1,0.25941549,0,NA,2.85481992
7663,38554,Ocotea helicterifolia,1,11.24859393,0,NA,0,NA,NA
7664,38556,Ocotea indecora,1,14.77,0,NA,0,NA,NA
7665,38558,Ocotea javitensis,4,12.76171589,0,NA,0,NA,NA
7666,38562,Ocotea leucoxylon,16,15.10457922,1,0.317151704,0,NA,2.153065195
7667,38563,Ocotea longifolia,3,12.52775789,0,NA,0,NA,NA
7668,38567,Ocotea meziana,20,18.6527865,0,NA,0,NA,NA
7669,38569,Ocotea moschata,1,6.683,0,NA,0,NA,NA
7670,38570,Ocotea myriantha,2,6.246844459,0,NA,0,NA,NA
7671,38574,Ocotea oblonga,54,12.68530791,47,0.378401397,0,NA,1.642696372
7672,38576,Ocotea odorifera,1,NA,1,0.422844,0,NA,1.36493837
7673,38580,Ocotea percurrens,6,9.902101444,0,NA,0,NA,NA
7674,38585,Ocotea portoricensis,1,11.262,0,NA,0,NA,NA
7675,38587,Ocotea puberula,101,14.92285011,77,0.387966272,0,NA,1.577543645
7676,38588,Ocotea pulchella,5,9.8425,1,0.413613,0,NA,1.417718979
7677,38589,Ocotea pulchra,1,NA,1,0.425966,0,NA,1.347605208
7678,38592,Ocotea racemosa,16,7.841545101,0,NA,0,NA,NA
7679,38600,Ocotea schomburgkiana,8,11.16668631,0,NA,0,NA,NA
7680,38601,Ocotea silvestris,1,NA,1,0.371901,0,NA,1.688887634
7681,38604,Ocotea sp,52,13.7135201,3,0.39824194,0,NA,1.511036384
7682,38605,Ocotea spathulata,1,7.297285714,0,NA,0,NA,NA
7683,38606,Ocotea spixiana,1,8.9,0,NA,0,NA,NA
7684,38610,Ocotea subterminalis,14,8.165854734,0,NA,0,NA,NA
7685,38613,Ocotea tenera,2,25.45319149,0,NA,0,NA,NA
7686,38614,Ocotea tessmannii,3,18.80894666,0,NA,0,NA,NA
7687,38616,Ocotea tomentella,6,8.499162798,0,NA,0,NA,NA
